age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
41,M,451,Célibataire,0,false,6335 BB 27
79,M,536,Seule,1,false,338 JI 46
18,M,479,En Couple,4,false,4242 DS 74
34,F,547,Seule,3,false,2233 HS 65
22,F,970,En Couple,2,false,3058 KH 53
26,M,1100,En Couple,3,true,469 TF 42
28,M,1236,En Couple,1,false,1357 NH 51
77,M,568,Célibataire,0,false,6984 PO 45
28,M,178,En Couple,1,false,8362 LI 82
48,M,1190,En Couple,1,true,1214 TL 49
41,F,405,En Couple,3,true,2298 RJ 31
72,M,846,En Couple,2,false,8270 LO 21
56,M,1283,En Couple,3,false,9785 SB 21
59,M,762,Célibataire,0,false,7128 WG 97
19,Féminin,511,En Couple,1,true,5004 OI 14
71,M,228,Célibataire,0,false,1655 UA 94
45,M,455,En Couple,2,false,4499 HQ 35
42,M,1153,Célibataire,0,false,4446 KZ 26
36,M,407,Célibataire,0,false,949 OM 80
39,F,458,Célibataire,0,false,2492 UX 62
53,F,157,En Couple,1,false,8248 HB 63
47,M,1050,En Couple,2,false,8793 TN 65
18,M,479,En Couple,3,false,2968 KI 70
46,F,165,En Couple,1,false,2792 IM 47
67,M,164,En Couple,2,false,1004 ET 63
40,F,776,En Couple,0,false,9509 YF 52
22,F,476,En Couple,1,true,1894 BL 72
30,M,249,En Couple,0,false,7606 CS 71
51,M,151,En Couple,1,false,353 HZ 39
39,M,231,Célibataire,0,false,7804 HX 10
23,M,1254,En Couple,4,false,8707 LH 33
84,F,831,En Couple,4,false,6257 TV 48
19,F,1003,En Couple,1,false,4970 LE 13
50,F,417,Célibataire,0,false,2184 AV 87
27,F,453,Seule,3,false,8833 VF 36
82,M,562,Célibataire,0,false,8177 ZV 77
72,M,538,Célibataire,0,false,8201 IP 18
24,M,1244,En Couple,0,true,4532 SB 79
31,M,223,En Couple,0,false,2530 LG 22
65,M,226,Célibataire,0,false,6179 OQ 76
79,M,412,Célibataire,0,false,641 AI 55
41,M,498,En Couple,0,false,9642 BX 15
32,M,476,En Couple,4,false,9961 OM 17
29,M,244,Célibataire,0,false,2112 UX 90
53,M,1259,Seule,3,false,2484 BJ 56
22,F,412,En Couple,1,true,4245 NU 92
32,M,1314,En Couple,0,false,217 MT 43
28,M,735,En Couple,2,false,9700 EY 12
43,M,751,En Couple,3,false,1765 XD 36
40,F,421,Célibataire,0,false,16 ZG 76
42,M,1130,En Couple,1,false,6483 FF 91
51,F,597,Célibataire,0,false,4984 NQ 25
56,F,577,En Couple,0,false,9590 MH 11
21,M,159,En Couple,4,false,3140 NM 49
30,M,192,Célibataire,0,false,6812 DH 43
43,M,192,En Couple,3,false,7207 QM 20
33,M,848,En Couple,1,false,8026 KI 35
40,M,931,En Couple,1,false,3933 NX 59
35,M,498,En Couple,0,false,2484 ZK 51
38,F,515,En Couple,0,false,764 ML 84
79,M,233,En Couple,1,false,8419 FU 72
62,M,586,Célibataire,0,false,9956 OE 71
51,F,804,En Couple,2,false,5390 BT 77
48,M,939,En Couple,3,false,4497 JB 89
40,F,558,En Couple,2,false,2100 LE 76
18,M,222,Célibataire,0,false,8901 EB 97
25,M,1393,Célibataire,0,false,1758 DY 85
48,F,218,En Couple,2,false,6336 ZI 36
32,M,570,En Couple,2,false,9423 PQ 80
23,F,900,Célibataire,0,false,6634 BI 90
20,M,867,Célibataire,0,false,4645 OJ 40
58,F,468,Célibataire,0,false,1381 RG 83
20,F,562,En Couple,4,false,6327 TL 80
38,M,199,En Couple,0,false,7293 LR 38
77,F,731,En Couple,0,false,2486 HM 38
46,M,553,En Couple,3,false,4185 AG 20
23,M,576,Célibataire,0,false,6190 MG 98
45,F,802,Célibataire,0,false,8329 TH 74
74,F,583,Célibataire,0,false,628 MA 97
61,M,1142,Célibataire,0,false,5863 SS 33
25,M,414,En Couple,4,true,823 FE 86
27,M,159,En Couple,0,true,952 EC 46
57,F,190,Célibataire,0,false,8736 XC 70
43,F,180,En Couple,1,false,7098 BJ 42
65,M,875,En Couple,2,false,68 BL 98
25,M,163,Célibataire,0,false,6117 AT 68
69,Masculin,531,En Couple,0,true,2590 DP 59
29,M,443,En Couple,0,false,6524 NM 58
24,M,998,En Couple,3,false,3911 NX 47
26,M,448,Célibataire,0,false,1163 ZX 82
28,M,596,Célibataire,0,false,9808 VF 76
53,M,533,Célibataire,0,false,8344 DW 39
49,F,405,En Couple,2,false,8276 KX 66
31,M,191,En Couple,2,false,691 LD 95
46,M,417,En Couple,0,true,6760 HG 75
72,M,598,En Couple,4,false,1415 BT 59
45,M,156,En Couple,2,false,9533 OY 48
23,M,528,En Couple,3,false,7001 XE 65
21,M,460,En Couple,1,false,6538 KU 26
53,M,794,En Couple,0,false,6438 DR 66
62,M,501,Célibataire,0,false,6004 FD 10
27,F,465,Seule,2,false,8054 XW 10
84,M,1225,Célibataire,0,false,3271 RV 62
45,M,1257,Célibataire,0,false,5165 JG 79
45,M,-1,En Couple,0,false,3323 LQ 77
27,F,402,En Couple,4,true,1062 GZ 43
22,M,206,En Couple,1,false,8962 GH 81
37,F,543,En Couple,3,false,3752 LD 47
42,M,420,En Couple,3,false,1046 MA 85
34,M,404,En Couple,0,false,3379 FX 61
23,F,577,En Couple,1,false,3725 BU 51
33,F,1141,Célibataire,0,false,5297 IJ 29
36,M,454,En Couple,1,false,3782 RB 86
19,F,201,En Couple,2,false,6023 AN 69
46,F,185,Seule,3,false,939 TY 85
49,M,237,En Couple,0,false,7827 UP 87
22,M,520,En Couple,4,false,2431 NW 40
50,M,189,En Couple,3,false,9565 TQ 70
42,M,175,En Couple,1,true,9215 OD 58
20,M,1327,En Couple,0,false,8648 EY 90
18,M,449,En Couple,0,false,4947 WM 53
20,M,505,Célibataire,0,false,591 DN 63
23,F,439,En Couple,3,false,8027 SC 75
24,M,402,Célibataire,0,false,4634 SC 46
38,M,214,En Couple,0,true,1587 ZA 26
55,F,505,Célibataire,0,false,8552 UZ 25
56,M,1275,En Couple,2,true,5329 YL 94
80,M,482,Célibataire,0,false,4165 MW 77
33,M,488,Célibataire,0,false,6724 WP 77
42,M,584,Célibataire,0,false,3587 PR 46
58,F,573,En Couple,2,true,420 VA 52
54,M,1062,En Couple,4,false,7378 SJ 49
41,F,168,Célibataire,0,false,1142 RH 57
56,F,704,En Couple,0,false,3689 PX 33
74,M,518,En Couple,2,true,7607 XF 78
19,F,233,En Couple,2,false,4988 FR 72
31,F,1008,En Couple,1,false,8750 PA 88
30, ,226,Célibataire,0,false,806 SC 51
41,M,1227,En Couple,3,true,8332 GQ 17
39,F,1157,En Couple,0,false,1710 HR 11
38,M,587,En Couple,4,true,9916 HL 80
30,F,594,Seule,3,false,9443 SB 61
57,M,701,En Couple,3,true,341 WN 82
28,M,-1,Célibataire,0,false,5026 JI 57
57,F,1120,Seule,1,false,837 UT 31
31,M,594,En Couple,0,false,5804 MM 46
29,M,598,En Couple,2,false,8661 AZ 25
50,F,1231,En Couple,4,false,2018 TT 31
76,M,516,En Couple,2,false,953 XW 34
19,F,864,Célibataire,0,false,4747 OX 78
61,M,598,En Couple,0,false,7711 PF 26
57,M,970,En Couple,0,true,9402 SI 52
55,M,-1,En Couple,1,true,5180 DI 76
50,M,474,En Couple,3,false,6858 NN 94
81,M,212,En Couple,1,false,580 BO 77
22,M,437,En Couple,2,false,5891 BC 27
26,Masculin,1191,Seule,2,false,6689 JX 41
37,M,194,En Couple,1,false,9348 GR 97
19,F,1297,En Couple,0,false,5432 AN 93
56,F,595,En Couple,0,false,5752 LZ 82
48,M,402,Seule,1,false,6105 GD 77
63,M,421,Célibataire,0,false,5140 HA 97
-1,M,599,En Couple,1,true,2413 VL 13
22,M,1189,En Couple,1,true,9652 SX 19
30,Masculin,172,En Couple,0,true,8104 RF 45
67,F,1381,En Couple,0,false,9075 AY 44
33,M,188,En Couple,2,true,2038 HM 58
37,M,152,En Couple,4,true,8449 MQ 37
59,F,925,Célibataire,0,false,6031 MF 45
40,M,1008,En Couple,2,true,6492 UE 30
58,M,1038,Célibataire,0,false,4596 XN 44
54,F,935,En Couple,1,false,2074 HO 67
24,M,151,En Couple,4,false,8177 UW 33
27,F,182,En Couple,2,false,5995 VV 17
52,M,405,En Couple,1,false,7147 AK 69
25,M,490,En Couple,1,false,9209 VD 96
27,M,401,En Couple,4,false,4513 VQ 17
47,F,1020,En Couple,2,false,7000 AO 18
78,F,443,Célibataire,0,false,3117 JX 30
59,M,456,En Couple,1,false,6456 LQ 63
27,M,920,Célibataire,0,false,8514 UL 29
25,F,525,En Couple,1,false,3024 WN 29
75,F,595,En Couple,4,false,8301 IJ 52
40,M,520,En Couple,1,true,2386 WX 31
45,F,211,Célibataire,0,false,2565 SR 71
46,F,506,En Couple,0,false,6748 PK 42
34,M,596,En Couple,3,true,9036 VR 96
49,M,488,Célibataire,0,false,5474 IP 26
36,F,205,En Couple,3,false,6621 QD 90
41,F,1325,Célibataire,0,false,1414 RW 82
19,M,575,En Couple,4,false,318 MS 58
55,M,532,En Couple,3,false,2066 VB 91
59,F,463,En Couple,4,true,45 HM 60
52,M,785,En Couple,1,true,1019 XS 39
47,M,233,En Couple,4,true,3893 LA 43
45,Homme,445,En Couple,4,false,4269 IK 88
40,M,153,En Couple,2,false,2712 KK 18
50,M,1375,En Couple,3,false,1059 LF 18
59,M,1160,Seul,0,false,4163 IV 62
76,M,542,En Couple,2,false,3021 OI 91
75,F,417,Célibataire,0,false,6446 XJ 84
20,M,429,En Couple,0,false,9689 EY 73
39,M,1279,En Couple,1,false,251 II 12
19,Homme,401,En Couple,0,false,4540 KR 50
34,M,224,En Couple,3,false,8917 OX 49
19,M,420,En Couple,0,false,8136 LO 47
21,M,444,En Couple,2,false,5504 AJ 92
35,M,920,Célibataire,0,false,2518 LP 96
20,F,524,Seule,3,false,6765 NJ 24
18,M,438,Célibataire,0,false,6763 OE 47
24,M,1384,En Couple,0,false,6500 MT 71
29,F,517, ,0,false,6068 BR 13
31,Masculin,217,Célibataire,0,false,857 KE 45
39,M,486,En Couple,4,false,1931 LS 32
25,M,479,Célibataire,0,false,9257 WE 41
34,F,542,Seule,2,false,8705 MM 19
40,F,444,En Couple,2,false,1452 CW 65
53,M,1041,En Couple,2,false,6340 MF 26
28,M,551,En Couple,1,false,178 LN 53
25,M,189,Célibataire,0,false,9112 GW 66
47,M,216,En Couple,4,false,6088 YA 39
59,M,465,En Couple,1,false,3583 KV 78
31,N/D,576,En Couple,2,false,8290 OQ 56
57,F,577,Célibataire,0,false,1731 WN 41
59,M,1205,Célibataire,0,false,7936 OF 17
45,M,521,Seule,3,false,5896 XA 84
28,M,998,En Couple,1,false,5691 IE 57
55,M,504,En Couple,2,false,2477 AZ 87
59,M,470,Célibataire,0,false,2198 GF 28
51,M,1375,Célibataire,0,false,6713 TW 76
34,M,154,Célibataire,0,false,1759 RJ 45
43,M,228,En Couple,0,true,1311 DT 81
26,F,796,Célibataire,0,false,2573 JL 37
81,M,166,En Couple,0,false,2476 TG 79
24,M,541,Célibataire,0,false,8785 NQ 67
18,M,435,En Couple,2,true,7862 HQ 97
18,F,495,En Couple,4,true,23 AM 86
37,M,459,En Couple,2,false,9036 TA 38
27,M,908,En Couple,1,false,8547 LZ 31
27,Féminin,984,Célibataire,0,false,7162 JI 94
51,M,1093,Célibataire,0,false,6870 GU 28
76,Féminin,1042,En Couple,4,false,7011 BE 97
21,F,513,Célibataire,0,false,1641 WP 24
34,M,948,Célibataire,0,false,2711 KQ 15
22,M,1182,Célibataire,0,false,974 RB 43
39,F,534,En Couple,4,false,1389 NY 31
24,M,407,Célibataire,0,false,6692 GQ 96
80,M,188,En Couple,1,false,7639 HO 60
42,F,575,En Couple,4,false,7793 JM 31
60,M,541,En Couple,2,true,3442 NF 55
32,M,160,Seule,1,false,6615 QN 92
45,M,571,En Couple,0,true,2869 UU 76
40,F,461,En Couple,0,true,8545 MW 58
52,M,457,Célibataire,0,false,8559 HB 38
41,M,747,Seule,3,false,7909 NQ 58
55,F,1281,En Couple,0,false,3946 UQ 69
26,M,197,En Couple,3,false,2337 GT 46
23,F,589,Célibataire,0,false,8668 ID 83
37,F,436,En Couple,4,false,4239 NK 21
28,M,1337,En Couple,1,false,1027 LB 67
45,M,235,Célibataire,0,false,8643 DB 90
20,M,563,Célibataire,0,false,9414 JC 16
20,Féminin,578,Seule,2,false,9865 CN 20
82,M,209,En Couple,1,false,1736 UU 94
47,M,430,Célibataire,0,false,3481 EL 40
23,F,435,En Couple,3,false,1766 BD 34
36,M,422,En Couple,2,false,9877 XC 33
24,M,746,En Couple,4,false,8757 RY 57
55,M,889,En Couple,2,false,5735 GQ 45
69,F,496,En Couple,3,false,8839 YS 41
30,M,209,En Couple,2,false,5445 SG 44
26,M,445,En Couple,3,true,9092 SB 86
21,M,1395,En Couple,2,true,2175 SA 33
39,F,715,Célibataire,0,false,2403 HA 54
31,M,753,En Couple,1,false,7341 VV 50
51,M,944,En Couple,4,false,7728 DY 10
35,M,495,En Couple,0,false,659 CP 85
56,M,179,En Couple,1,false,9781 FK 65
30,M,1031,Célibataire,0,false,7054 VJ 80
18,F,451,En Couple,0,false,4611 ZH 63
21,M,483,En Couple,4,false,2581 DO 45
44,F,902,Seule,2,false,151 RD 92
49,M,477,En Couple,3,false,4810 RI 93
39,F,596,En Couple,2,false,2871 PM 64
28,F,537,En Couple,2,true,3289 QE 61
43,M,953,En Couple,0,true,884 XR 96
58,Féminin,229,Célibataire,0,false,5078 BN 78
82,Femme,588,En Couple,4,false,1992 YE 16
36,M,553,Célibataire,0,false,7824 SD 34
30,M,570,En Couple,0,true,4887 HS 21
44,M,1245,En Couple,1,true,3122 ZJ 22
22,M,518,Célibataire,0,false,6495 HW 74
74,M,703,En Couple,4,false,526 MD 80
28,M,514,Célibataire,0,false,4105 ZP 16
60,F,182,En Couple,3,false,4226 EK 86
18,M,531,En Couple,4,false,9191 BV 95
24,F,983,En Couple,4,false,884 EZ 67
58,M,217,Célibataire,0,false,9974 PO 97
29,M,202,En Couple,0,false,9191 ZN 87
22,M,400,En Couple,0,false,4347 BN 45
20,M,507,Célibataire,0,false,2790 LK 20
22,F,1387,Célibataire,0,false,4392 HS 40
71,F,404,En Couple,4,false,5782 MM 10
46,F,195,En Couple,4,true,437 BA 54
48,F,1269,En Couple,1,false,581 UH 28
42,F,218,En Couple,2,false,6409 GH 74
45,M,405,Célibataire,0,false,6271 MU 25
58,M,177,Célibataire,0,false,6272 LV 75
24,M,194,En Couple,2,false,9349 YK 71
55,M,432,Célibataire,0,false,2867 TN 60
37,M,581,En Couple,0,false,5030 MY 19
73,M,758,Célibataire,0,false,9158 ZB 94
37,Homme,150,En Couple,3,false,695 JG 49
28,M,490,En Couple,4,false,1635 ZY 88
37,M,710,En Couple,1,false,2988 LH 35
18,F,1259,Célibataire,0,false,7873 PV 90
60,M,511,Célibataire,0,false,6063 OH 46
30,M,555,En Couple,4,false,7617 GA 50
22,M,986,En Couple,4,true,3653 PE 24
44,F,159,En Couple,0,false,9308 FN 24
30,F,545,En Couple,1,false,9838 TW 51
23,M,418,En Couple,1,true,6616 RC 89
77,M,479,Célibataire,0,false,163 DM 96
41,M,192,En Couple,0,false,5010 RZ 98
37,M,592,Célibataire,0,false,3464 ZK 92
75,M,1104,En Couple,2,true,7971 JV 47
54,M,197,En Couple,1,false,8249 FB 70
58,M,1199,Célibataire,0,false,9373 EH 91
21,M,595,En Couple,1,false,8926 IW 96
47,M,226,Célibataire,0,false,2989 XO 57
30,M,700,En Couple,2,false,7225 WR 49
70,F,479,Seule,3,false,7416 DA 14
19,F,432,Célibataire,0,false,2916 DZ 38
18,M,1254,En Couple,2,false,863 ZU 12
33,M,1362,En Couple,2,false,1109 UO 95
47,M,437,Seule,2,false,1117 ZN 14
74,M,531,En Couple,1,false,4811 KM 59
38,M,856,Célibataire,0,false,4821 JF 42
79,M,736,En Couple,2,true,3824 BS 75
18,F,222,En Couple,2,false,9734 NA 59
55,M,1229,En Couple,0,false,2166 EJ 81
42,M,1026,En Couple,2,false,7161 HI 68
39,M,1026,En Couple,1,false,8876 YX 43
45,M,195,En Couple,0,true,1951 AN 91
75,M,566,Célibataire,0,false,4344 TF 33
22,M,526,En Couple,1,false,3285 IR 90
19,M,522,Seule,1,false,4572 FW 89
46,F,174,Célibataire,0,false,2625 HM 55
25,F,1227,En Couple,4,true,5204 ZW 37
58,M,1060,En Couple,2,false,7235 VN 70
59,M,845,En Couple,4,false,771 HC 14
22,M,1297,En Couple,0,true,1111 MM 84
48,M,1177,En Couple,2,false,1771 QV 55
51,M,1124,En Couple,4,false,8512 PA 64
41,F,1164,En Couple,3,false,8979 CG 11
22,M,982,En Couple,0,false,1164 TI 42
37,F,431,En Couple,0,false,8112 YJ 69
57,F,1363,En Couple,3,false,4756 IP 31
22,M,1196,En Couple,3,true,4687 IF 75
56,M,423,En Couple,2,false,6746 AS 48
22,M,564,Célibataire,0,false,5734 DX 86
38,M,1047,En Couple,4,false,9898 MT 15
56,F,1219,Célibataire,0,false,40 OA 58
34,Masculin,465,Célibataire,0,false,4379 QH 52
81,F,1061,Seule,1,false,9920 JH 42
19,M,1372,En Couple,1,false,3357 RR 13
58,F,586,En Couple,4,false,7442 HI 63
40,M,554,En Couple,2,false,459 UH 89
45,M,597,En Couple,3,false,6783 SR 35
31,M,196,Célibataire,0,false,4536 TU 10
55,M,230,En Couple,4,false,8847 MQ 51
42,F,507,Célibataire,0,false,9251 YA 24
19,M,1222,Célibataire,0,false,9574 PO 42
49,M,412,En Couple,0,false,4244 MW 84
35,F,589,En Couple,4,false,81 LH 76
26,F,225,En Couple,0,false,6414 TY 89
25,M,580,En Couple,2,false,3672 OV 40
22,M,538,En Couple,0,false,8557 XJ 80
25,M,495,En Couple,0,false,7035 ZH 65
82,M,?,En Couple,0,false,4903 TO 78
34,M,573,En Couple,4,false,6023 GY 39
27,M,842,En Couple,0,false,4781 CR 84
25,M,224,Célibataire,0,false,160 GU 46
34,M,590,En Couple,1,false,5064 AH 73
35,F,989,En Couple,1,false,6518 DF 63
73,M,704,Célibataire,0,false,5790 AX 73
49,M,504,En Couple,3,false,6066 TW 29
56,M,1088,En Couple,2,false,8684 GC 28
59,M,190,Célibataire,0,false,2663 GJ 92
45,M,566,En Couple,4,false,1787 XN 45
25,M,188,Célibataire,0,false,3539 WM 79
50,M,1141,Marié(e),1,false,7916 UJ 75
39,M,593,En Couple,2,false,6861 GD 51
22,M,215,En Couple,2,true,5550 WU 30
45,M,1389,Célibataire,0,false,6230 UZ 16
41,F,1269,Célibataire,0,false,5957 EV 76
27,F,419,En Couple,2,false,3946 MB 25
69,M,1341,En Couple,2,false,6642 SV 59
23,M,963,Célibataire,0,false,5054 GY 63
40,M,187,Célibataire,0,false,3279 JQ 72
25,F,508,Célibataire,0,false,6465 HR 22
62,F,1237,Célibataire,0,false,1521 TJ 37
67,M,1041,Célibataire,0,false,7900 YI 41
30,F,925,Célibataire,0,false,4486 PM 57
72,M,769,En Couple,0,true,5412 OC 25
27,M,241,En Couple,2,false,8742 SG 38
40,M,151,En Couple,3,false,8692 WW 67
84,M,500,En Couple,0,false,8452 YD 77
38,F,464,Célibataire,0,false,2086 QX 57
57,M,582,Seule,1,false,2476 RD 51
50,M,167,En Couple,0,true,7097 LL 43
40,M,176,En Couple,2,true,4420 QC 86
38,F,597,Célibataire,0,false,8713 IQ 93
26,M,525,Seule,3,false,9004 ZF 26
45,M,448,En Couple,3,false,2875 ET 91
23,M,434,En Couple,0,false,9248 KA 81
81,F,472,En Couple,1,false,9919 LL 79
25,M,1342,En Couple,2,true,8546 EZ 17
21,M,578,En Couple,4,false,8703 RF 41
47,M,443,Célibataire,0,false,7458 CQ 36
40,M,797,En Couple,2,false,7228 FX 12
44,M,168,En Couple,0,false,1592 HZ 83
21,M,545,En Couple,4,false,4550 QO 95
28,M,837,En Couple,2,true,4198 NO 43
36,M,587,Célibataire,0,false,5074 SL 66
54,F,198,En Couple,4,false,3928 QR 34
33,M,709,En Couple,4,false,7651 IO 19
41,F,222,En Couple,4,false,549 QI 62
29,M,1181,Seule,2,false,8563 HV 63
29,M,244,En Couple,4,false,5821 FS 29
67,M,486,En Couple,2,true,968 MJ 97
18,M,550,En Couple,0,false,2442 SG 21
25,F,498,En Couple,4,false,722 NT 47
29,M,733,Célibataire,0,false,6081 RH 72
31,M,507,Célibataire,0,false,5993 JL 46
34,F,187,En Couple,1,false,8896 TV 91
30,F,180,En Couple,2,false,5744 SV 72
33,M,466,En Couple,4,false,2639 XZ 35
42,F,1126,Célibataire,0,false,2982 TT 81
63,M,825,Célibataire,0,false,5361 KN 36
69,F,1359,En Couple,1,false,9570 IQ 47
43,M,495,En Couple,1,true,7714 TU 10
51,M,538,Célibataire,0,false,5108 OW 21
46,M,501,En Couple,2,false,9847 DF 74
53,M,553,Célibataire,0,false,3545 EM 75
63,M,410,En Couple,3,true,7507 ZK 20
34,M,493,Seule,2,false,3445 US 11
22,M,593,En Couple,1,true,9182 RM 51
83,M,1371,En Couple,1,false,8663 IG 64
56,Masculin,210,En Couple,3,false,9725 XD 23
51,M,865,Seule,2,false,2042 KU 17
41,M,162,En Couple,2,true,1503 OJ 32
33,F,898,En Couple,3,true,4448 WA 95
53,M,1186,En Couple,2,false,9868 WI 82
43,F,572,En Couple,2,false,4295 ZE 68
45,M,1288,En Couple,3,false,4038 SG 70
52,M,?,En Couple,4,false,966 AO 93
35,F,937,En Couple,3,false,6121 KH 13
81,F,551,En Couple,2,false,9214 TF 29
19,F,518,Célibataire,0,false,6796 XN 41
72,M,765,Célibataire,0,false,5962 GO 93
25,F,1238,Seule,1,false,6190 ZT 18
43,M,1046,En Couple,2,false,7809 GV 49
56,F,165,En Couple,0,false,4940 SK 57
43,M,456,En Couple,1,true,5809 OY 12
54,M,459,En Couple,0,true,9879 CT 79
70,M,490,En Couple,2,false,1779 ZT 92
42,M,1315,Seule,2,false,4048 BK 28
27,M,467,Célibataire,0,false,4060 AM 88
24,M,918,En Couple,3,true,8654 YE 15
35,M,559,En Couple,1,false,4775 NT 14
74,F,434,Célibataire,0,false,2852 FD 45
58,F,472,Célibataire,0,false,717 WN 16
58,F,231,En Couple,2,false,8909 KA 55
28,M,508,Célibataire,0,false,9311 MS 51
67,M,557,En Couple,1,false,2193 FU 35
67,F,1171,En Couple,0,false,8904 BW 17
20,M,423,En Couple,0,true,9296 SR 50
31,Homme,853,Célibataire,0,false,1421 KB 98
19,M,1088,Célibataire,0,?,5795 EA 17
55,M,169,En Couple,3,false,1022 ZF 43
23,M,1237,En Couple,4,true,4847 UX 68
20,M,575,En Couple,1,false,1604 YQ 35
42,M,479,Seule,1,false,3283 IT 26
59,M,203,En Couple,1,false,2930 VX 30
53,M,452,Célibataire,0,false,5206 IK 58
52,M,492,Célibataire,0,false,7735 UX 12
55,F,528,En Couple,2,false,8284 OC 66
28,M,731,En Couple,1,true,984 BB 29
40,M,1381,En Couple,0,true,3696 BU 20
56,M,983,En Couple,0,false,3143 QB 75
63,F,498,Célibataire,0,false,6009 AI 72
44,M,709,En Couple,4,true,400 ZV 29
78,M,565,En Couple,0,false,8374 MQ 83
29,M,169,Célibataire,0,false,7240 PB 92
81,M,411,En Couple,0,false,803 XG 41
82,M,249,En Couple,2,false,4463 PU 14
47,M,576,En Couple,0,false,9316 MR 75
19,Homme,446,En Couple,0,false,6412 XX 60
25,M,588,Célibataire,0,false,3943 OZ 21
74,M,856,Célibataire,0,false,2005 XR 23
23,F,1337,En Couple,1,false,2804 HX 35
54,M,541,Célibataire,0,false,7350 JR 71
41,F,538,Seule,3,false,5725 KA 51
33,M,451,En Couple,3,false,6278 BK 65
56,F,554,Célibataire,0,false,1584 BD 79
71,M,559,En Couple,2,false,6567 PK 69
38,M,599,En Couple,1,false,1010 JQ 65
41,M,574,En Couple,0,true,9189 ID 42
24,M,1151,En Couple,1,false,4515 EZ 13
48,M,403,Célibataire,0,false,4819 RC 53
37,F,588,En Couple,2,true,3390 UH 97
22,F,175,Célibataire,0,false,2995 NX 30
57,M,567,En Couple,1,false,1863 ZM 98
21,M,421,Célibataire,0,false,1180 QC 19
58,M,1217,En Couple,4,false,4381 RW 21
20,F,201,En Couple,0,false,691 JF 66
54,M,438,Célibataire,0,false,4359 ML 97
63,M,1153,En Couple,1,false,709 DY 36
35,F,514,Célibataire,0,false,1801 WF 19
20,M,1309,Célibataire,0,false,8984 KD 92
23,M,577,En Couple,0,false,7614 PP 56
72,F,501,Célibataire,0,false,6063 MN 60
39,M,561,En Couple,1,false,4732 KQ 11
49,M,536,En Couple,1,false,3397 ZP 37
18,F,975,En Couple,1,true,3589 YW 37
77,F,545,En Couple,4,false,1518 ET 18
55,M,817,En Couple,0,false,130 AN 17
81,F,164,En Couple,1,false,3803 KE 15
81,M,189,En Couple,3,false,8088 SW 59
44,M,510,Célibataire,0,false,4276 NP 88
33,M,469,En Couple,4,false,8388 RG 75
71,M,499,En Couple,2,false,3645 AP 13
44,Homme,211,En Couple,2,true,480 IG 17
41,M,536,En Couple,2,false,1587 CR 50
58,M,1369,En Couple,3,false,3134 JT 43
23,F,1236,En Couple,3,false,8366 RC 63
41,M,1316,En Couple,1,false,8217 DA 35
38,M,492,Célibataire,0,false,6623 KT 54
40,M,404,En Couple,0,false,3177 WA 41
59,F,483,En Couple,4,false,16 CP 14
26,M,1085,En Couple,2,true,7005 KX 71
53,M,880,Célibataire,0,false,5321 TU 39
81,F,580,Célibataire,0,false,3024 OO 40
40,M,208,Célibataire,0,false,5270 FR 90
54,M,1207,En Couple,3,false,6294 IF 53
35,M,507,En Couple,4,false,4515 AZ 75
25,M,590,En Couple,1,false,7117 BD 32
47,F,407,En Couple,2,false,2115 IK 36
53,M,797,En Couple,1,false,9263 VU 80
78,F,555,En Couple,1,false,674 DP 82
48,M,170,En Couple,2,true,5900 HJ 11
21,F,1321,En Couple,1,false,2376 XO 88
73,F,1108,Célibataire,0,false,5250 BO 89
57,F,213,En Couple,2,false,5142 ZK 12
41,M,402,Marié(e),3,false,1766 MH 19
44,M,518,Célibataire,0,false,9880 AE 72
26,M,534,Seule,2,false,7962 QR 45
48,F,469,Célibataire,0,false,6931 MG 11
49,M,441,En Couple,3,false,103 PR 24
64,M,1364,En Couple,0,false,5126 XG 90
32,F,489,En Couple,1,false,561 PQ 51
31,M,894,En Couple,1,true,7242 CA 46
72,M,425,En Couple,1,false,8264 LY 74
83,M,498,En Couple,0,true,5252 UU 73
28,F,856,En Couple,2,false,4419 EO 78
56,F,521,En Couple,4,false,8463 PE 66
68,F,532,Seule,2,false,1012 SZ 43
30,M,1159,En Couple,2,true,2133 VP 89
42,F,1294,En Couple,2,false,9864 MA 14
53,M,463,Célibataire,0,false,2837 WY 75
49,F,515,Célibataire,0,false,1814 SZ 43
40,M,234,Seule,1,false,6251 JG 80
69,Homme,728,En Couple,4,false,6733 EO 90
29,M,481,Célibataire,0,false,5356 BS 62
19,F,548,En Couple,1,false,472 JC 46
68,M,832,En Couple,0,false,2200 KW 87
26,M,1086,En Couple,3,false,6491 KZ 51
53,M,537,En Couple,1,false,8617 GC 74
48,M,201,En Couple,1,false,1572 PA 56
20,M,507,Seule,1,false,3280 PY 82
23,F,228,En Couple,1,false,8653 MJ 80
58,M,463,En Couple,3,false,7309 EA 21
24,F,172,En Couple,0,false,902 FL 54
24,M,496,En Couple,4,false,8261 WQ 87
35,M,585,En Couple,4,false,1069 XS 23
35,F,1202,En Couple,2,true,5995 MN 41
23,M,863,Célibataire,0,false,1543 YU 85
36,F,245,Célibataire,0,false,4329 WD 80
52,M,522,Célibataire,0,false,6853 LE 17
36,M,523,En Couple,0,false,6293 KF 16
50,M,166,En Couple,3,false,1202 HH 49
